,iso6393,language,languageLabel,nativeSpeakers,totalSpeakers,ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Level,Countries,Family_ID,Language_ID_x,Closest_ISO369P3code,First_Year_Of_Documentation,Last_Year_Of_Documentation,Is_Isolate,Language_ID_y,classification,path,top_family_id,first_subfamily_id,top_family,top_family_level,first_subfamily,first_subfamily_level,mainScript
236,igl,http://www.wikidata.org/entity/Q35513,Igala,1600000,,igal1242,Igala,Africa,7.34325,7.17974,igal1242,igl,language,NG,atla1278,,igl,,,False,igal1242,atla1278/volt1241/benu1247/defo1239/yoru1244,"['atla1278', 'volt1241', 'benu1247', 'defo1239', 'yoru1244']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
237,lim,http://www.wikidata.org/entity/Q102172,Limburgish,1600000,,limb1263,Limburgan,Eurasia,51.015,5.87705,limb1263,lim,language,BE;DE;NL,indo1319,,lim,,,False,limb1263,indo1319/clas1257/germ1287/nort3152/west2793/high1289/fran1268/high1287/midd1319/ripu1236,"['indo1319', 'clas1257', 'germ1287', 'nort3152', 'west2793', 'high1289', 'fran1268', 'high1287', 'midd1319', 'ripu1236']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
238,bin,http://www.wikidata.org/entity/Q35375,Edo,1600000,,bini1246,Bini,Africa,6.40701,5.70426,bini1246,bin,language,NG,atla1278,,bin,,,False,bini1246,atla1278/volt1241/benu1247/akpe1249/edoi1239/nort3182/cent2259,"['atla1278', 'volt1241', 'benu1247', 'akpe1249', 'edoi1239', 'nort3182', 'cent2259']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
239,nde,http://www.wikidata.org/entity/Q35613,Northern Ndebele,1572800,,nort2795,Zimbabwean Ndebele,Africa,-20.2513,27.4096,nort2795,nde,language,BW;ZM;ZW,atla1278,,nde,,,False,nort2795,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sout3387/nucl1826/dims1234/ngun1280/ngun1276/nucl1827/ngun1267/swat1244,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'sout3387', 'nucl1826', 'dims1234', 'ngun1280', 'ngun1276', 'nucl1827', 'ngun1267', 'swat1244']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
240,guw,http://www.wikidata.org/entity/Q3111668,Gun,1539000,,gunn1250,Gun,Africa,6.48529,2.76767,gunn1250,guw,language,BJ;NG,atla1278,,guw,,,False,gunn1250,atla1278/volt1241/kwav1236/gbee1241/east2711/fong1244,"['atla1278', 'volt1241', 'kwav1236', 'gbee1241', 'east2711', 'fong1244']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
241,khn,http://www.wikidata.org/entity/Q33726,Khandeshi,1500000,,khan1272,Khandesi,Eurasia,21.3181,74.142,khan1272,khn,language,IN,indo1319,,khn,,,False,khan1272,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/khan1271,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'khan1271']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Deva
242,kmc,http://www.wikidata.org/entity/Q35379,Kam,1500000,,sout2741,Southern Dong,Eurasia,25.8874,109.222,sout2741,kmc,language,CN,taik1256,,kmc,,,False,sout2741,taik1256/kamt1241/kams1241/mula1252/kami1255,"['taik1256', 'kamt1241', 'kams1241', 'mula1252', 'kami1255']",taik1256,kamt1241,Tai-Kadai,family,Kam-Tai,family,Latn
243,noe,http://www.wikidata.org/entity/Q3502294,Nimadi,1500000,,nima1243,Nimadi,Eurasia,22.1263,76.1264,nima1243,noe,language,IN,indo1319,,noe,,,False,nima1243,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/bhil1254,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'bhil1254']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Deva
244,khg,http://www.wikidata.org/entity/Q56601,Khams Tibetan,1500000,,kham1282,Khams Tibetan,Eurasia,31.9313,91.7062,kham1282,khg,language,CN;IN;MM,sino1245,,khg,,,False,kham1282,sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/kham1299,"['sino1245', 'bodi1256', 'bodi1257', 'oldm1245', 'tibe1276', 'late1253', 'kham1299']",sino1245,bodi1256,Sino-Tibetan,family,Bodic,family,Tibt
245,tyz,http://www.wikidata.org/entity/Q2511476,Tày,1500000,,tayy1238,Tày,Eurasia,21.6448,106.167,tayy1238,tyz,language,CN;VN,taik1256,,tyz,,,False,tayy1238,taik1256/kamt1241/daic1238/daic1237/cent2251/wenm1239,"['taik1256', 'kamt1241', 'daic1238', 'daic1237', 'cent2251', 'wenm1239']",taik1256,kamt1241,Tai-Kadai,family,Kam-Tai,family,Latn
246,lki,http://www.wikidata.org/entity/Q56483,Laki,1500000,,laki1244,Laki,Eurasia,34.0103,47.9398,laki1244,lki,language,IR,indo1319,,lki,,,False,laki1244,indo1319/clas1257/indo1320/iran1271/iran1269/cent2317/cent2318/nort3177/laki1246,"['indo1319', 'clas1257', 'indo1320', 'iran1271', 'iran1269', 'cent2317', 'cent2318', 'nort3177', 'laki1246']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Arab
247,unr,http://www.wikidata.org/entity/Q3327828,Mundari,1500000,,mund1320,Mundari,Eurasia,23.03,85.85,mund1320,unr,language,BD;IN;NP,aust1305,,unr,,,False,mund1320,aust1305/mund1335/nort3151/kher1245/mund1336/homu1234,"['aust1305', 'mund1335', 'nort3151', 'kher1245', 'mund1336', 'homu1234']",aust1305,mund1335,Austroasiatic,family,Mundaic,family,Beng
248,lrc,http://www.wikidata.org/entity/Q19933293,Northern Luri,1500000,,nort2645,Northern Luri,Eurasia,32.5438,47.916,nort2645,lrc,language,IQ;IR,indo1319,,lrc,,,False,nort2645,indo1319/clas1257/indo1320/iran1271/iran1269/sout3157/midd1352/mode1259/luri1257/luri1252,"['indo1319', 'clas1257', 'indo1320', 'iran1271', 'iran1269', 'sout3157', 'midd1352', 'mode1259', 'luri1257', 'luri1252']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Arab
249,hoc,http://www.wikidata.org/entity/Q33270,Ho,1500000,,hooo1248,Ho,Eurasia,23.9596,87.1188,hooo1248,hoc,language,IN,aust1305,,hoc,,,False,hooo1248,aust1305/mund1335/nort3151/kher1245/mund1336/homu1234,"['aust1305', 'mund1335', 'nort3151', 'kher1245', 'mund1336', 'homu1234']",aust1305,mund1335,Austroasiatic,family,Mundaic,family,Deva
250,quz,http://www.wikidata.org/entity/Q35147,Cusco Quechua,1500000,,cusc1236,Cusco Quechua,South America,-14.0853,-71.7663,cusc1236,quz,language,PE,quec1387,,quz,,,False,cusc1236,quec1387/quec1389/cusc1235,"['quec1387', 'quec1389', 'cusc1235']",quec1387,quec1389,Quechuan,family,Southern Quechua,family,
251,kbr,http://www.wikidata.org/entity/Q35481,Kafa,1500000,,kafa1242,Kafa,Africa,7.34022,36.1718,kafa1242,kbr,language,ET,gong1255,,kbr,,,False,kafa1242,gong1255/gong1256/sout2835,"['gong1255', 'gong1256', 'sout2835']",gong1255,gong1256,Ta-Ne-Omotic,family,Kefoid,family,Latn
252,lav,http://www.wikidata.org/entity/Q9078,Latvian,1500000,,latv1249,Latvian,Eurasia,56.826108,24.309118,latv1249,lav,language,BY;EE;LT;LV;RU,indo1319,,lav,,,False,latv1249,indo1319/clas1257/balt1263/east2280,"['indo1319', 'clas1257', 'balt1263', 'east2280']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,
253,sgw,http://www.wikidata.org/entity/Q2707343,Sebat Bet Gurage,1480000,,seba1251,Sebat Bet Gurage,Africa,8.11879,37.9891,seba1251,sgw,language,ET,afro1255,,sgw,,,False,seba1251,afro1255/semi1276/west2786/ethi1244/sout3078/oute1258/ttgr1237,"['afro1255', 'semi1276', 'west2786', 'ethi1244', 'sout3078', 'oute1258', 'ttgr1237']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Ethi
254,mni,http://www.wikidata.org/entity/Q33868,Meitei,1470000,,mani1292,Manipuri,Eurasia,24.4409,93.3426,mani1292,mni,language,BD;IN;MM,sino1245,,mni,,,False,mani1292,sino1245/kuki1245,"['sino1245', 'kuki1245']",sino1245,kuki1245,Sino-Tibetan,family,Kuki-Chin-Naga,family,Beng
255,kxm,http://www.wikidata.org/entity/Q3502234,Northern Khmer,1400000,,nort2684,Northern Khmer,Eurasia,14.4674,103.863,nort2684,kxm,language,KH;TH,aust1305,,kxm,,,False,nort2684,aust1305/khme1253,"['aust1305', 'khme1253']",aust1305,khme1253,Austroasiatic,family,Khmeric,family,Thai
256,vls,http://www.wikidata.org/entity/Q100103,West Flemish,1400000,,vlaa1240,Western Flemish,Eurasia,51.0754,3.11345,vlaa1240,vls,language,BE;FR;NL,indo1319,,vls,,,False,vlaa1240,indo1319/clas1257/germ1287/nort3152/west2793/macr1270/midd1347/mode1257/sout3292,"['indo1319', 'clas1257', 'germ1287', 'nort3152', 'west2793', 'macr1270', 'midd1347', 'mode1257', 'sout3292']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
257,hyw,http://www.wikidata.org/entity/Q180945,Western Armenian,1395240,,homs1234,Western Armenian,Eurasia,40.1897,44.4839,homs1234,hyw,language,TR,indo1319,,hyw,,,False,homs1234,indo1319/clas1257/arme1241/east2768,"['indo1319', 'clas1257', 'arme1241', 'east2768']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Armn
258,che,http://www.wikidata.org/entity/Q33350,Chechen,1393900,,chec1245,Chechen,Eurasia,43.5,45.5,chec1245,che,language,GE;KZ;RU,nakh1245,,che,,,False,chec1245,nakh1245/nakh1246/chec1244,"['nakh1245', 'nakh1246', 'chec1244']",nakh1245,nakh1246,Nakh-Daghestanian,family,Nakh,family,
259,mnk,http://www.wikidata.org/entity/Q33678,Mandinka,1350000,,mand1436,Mandinka,Africa,12.8165233333,-15.6539466667,mand1436,mnk,language,GM;GN;GW;SN,mand1469,,mnk,,,False,mand1436,mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/west2499,"['mand1469', 'west2780', 'mand1431', 'cent2047', 'mand1432', 'mand1433', 'mand1434', 'mand1435', 'west2499']",mand1469,west2780,Mande,family,Western Mande,family,Latn
260,rmt,http://www.wikidata.org/entity/Q35394,Domari,1340000,,doma1258,Domari,Eurasia,32.0,35.0,doma1258,rmt,language,EG;IL;JO;PS;SY,indo1319,,rmt,,,False,doma1258,indo1319/clas1257/indo1320/indo1321/midd1375/cont1248/midl1245/shau1239/indo1322,"['indo1319', 'clas1257', 'indo1320', 'indo1321', 'midd1375', 'cont1248', 'midl1245', 'shau1239', 'indo1322']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Arab
