,iso6393,language,languageLabel,nativeSpeakers,totalSpeakers,ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Level,Countries,Family_ID,Language_ID_x,Closest_ISO369P3code,First_Year_Of_Documentation,Last_Year_Of_Documentation,Is_Isolate,Language_ID_y,classification,path,top_family_id,first_subfamily_id,top_family,top_family_level,first_subfamily,first_subfamily_level,mainScript
450,arn,http://www.wikidata.org/entity/Q33730,Mapudungun,300000,,mapu1245,Mapudungun,South America,-38.7392,-71.277,mapu1245,arn,language,AR;CL,arau1255,,arn,,,False,mapu1245,arau1255,['arau1255'],arau1255,,Araucanian,family,,,Latn
451,fur,http://www.wikidata.org/entity/Q33441,Friulian,300000,,friu1240,Friulian,Eurasia,46.1473,13.0493,friu1240,fur,language,AT;IT,indo1319,,fur,,,False,friu1240,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/ital1286/ital1287,"['indo1319', 'clas1257', 'ital1284', 'lati1262', 'lati1263', 'impe1234', 'roma1334', 'ital1285', 'ital1286', 'ital1287']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
452,guc,http://www.wikidata.org/entity/Q891085,Wayuu,300000,,wayu1243,Wayuu,South America,11.395566,-72.199791,wayu1243,guc,language,CO;VE,araw1281,,guc,,,False,wayu1243,araw1281/cari1281/guaj1257,"['araw1281', 'cari1281', 'guaj1257']",araw1281,cari1281,Arawakan,family,Caribbean Arawakan,family,Latn
453,say,http://www.wikidata.org/entity/Q3914431,Saya,300000,,saya1246,Saya,Africa,9.69441,9.71748,saya1246,say,language,NG,afro1255,,say,,,False,saya1246,afro1255/chad1250/west2785/west2790/west2800/sout3162/sout3170/zaks1240,"['afro1255', 'chad1250', 'west2785', 'west2790', 'west2800', 'sout3162', 'sout3170', 'zaks1240']",afro1255,chad1250,Afro-Asiatic,family,Chadic,family,Latn
454,cbk,http://www.wikidata.org/entity/Q33281,Chavacano,300000,,chav1241,Chavacano,Papunesia,7.435034,122.18849,chav1241,cbk,language,PH,indo1319,,cbk,,,False,chav1241,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/cast1243/sout3200/tern1253,"['indo1319', 'clas1257', 'ital1284', 'lati1262', 'lati1263', 'impe1234', 'roma1334', 'ital1285', 'west2813', 'shif1234', 'sout3183', 'west2838', 'cast1243', 'sout3200', 'tern1253']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
455,hsh,http://www.wikidata.org/entity/Q13636869,Hungarian Sign Language,300000,,hung1263,Hungarian Sign Language,Eurasia,47.49236,19.052084,hung1263,hsh,language,HU,sign1238,,hsh,,,False,hung1263,sign1238/deaf1237/lsfi1234/cent2306/nucl1839,"['sign1238', 'deaf1237', 'lsfi1234', 'cent2306', 'nucl1839']",sign1238,deaf1237,Sign Language,family,L1 Sign Language,family,
456,tyv,http://www.wikidata.org/entity/Q34119,Tuvan,297000,,tuvi1240,Tuvinian,Eurasia,51.7,94.36667,tuvi1240,tyv,language,CN;MN;RU,turk1311,,tyv,,,False,tuvi1240,turk1311/comm1245/sout2693/yeni1256/saya1244,"['turk1311', 'comm1245', 'sout2693', 'yeni1256', 'saya1244']",turk1311,comm1245,Turkic,family,Common Turkic,family,Cyrl
457,mde,http://www.wikidata.org/entity/Q35860,Maba,296000,,maba1277,Maba (Chad),Africa,12.89147,20.8889,maba1277,mde,language,TD,maba1274,,mde,,,False,maba1277,maba1274/maba1275/maba1276/nucl1441,"['maba1274', 'maba1275', 'maba1276', 'nucl1441']",maba1274,maba1275,Maban,family,Mabang,family,Arab
458,bft,http://www.wikidata.org/entity/Q33086,Balti,290000,,balt1258,Balti,Eurasia,34.4491,77.2859,balt1258,bft,language,IN;PK,sino1245,,bft,,,False,balt1258,sino1245/bodi1256/bodi1257/oldm1245/lada1242/sham1282,"['sino1245', 'bodi1256', 'bodi1257', 'oldm1245', 'lada1242', 'sham1282']",sino1245,bodi1256,Sino-Tibetan,family,Bodic,family,Arab
459,khw,http://www.wikidata.org/entity/Q938216,Khowar,290000,,khow1242,Khowar,Eurasia,36.0,72.0,khow1242,khw,language,IN;PK,indo1319,,khw,,,False,khow1242,indo1319/clas1257/indo1320/indo1321,"['indo1319', 'clas1257', 'indo1320', 'indo1321']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Arab
460,alw,http://www.wikidata.org/entity/Q56652,Alaba-K’abeena,287000,,alab1254,Alaba-K'abeena,Africa,7.39014,38.1732,alab1254,alw,language,ET,afro1255,,alw,,,False,alab1254,afro1255/cush1243/east2699/high1285/sida1247/hadi1241/kamb1318,"['afro1255', 'cush1243', 'east2699', 'high1285', 'sida1247', 'hadi1241', 'kamb1318']",afro1255,cush1243,Afro-Asiatic,family,Cushitic,family,Ethi
461,fsl,http://www.wikidata.org/entity/Q33302,French Sign Language,283000,,fren1243,French Sign Language,Eurasia,47.0,3.0,fren1243,fsl,language,FR;TG,sign1238,,fsl,,,False,fren1243,sign1238/deaf1237/lsfi1234,"['sign1238', 'deaf1237', 'lsfi1234']",sign1238,deaf1237,Sign Language,family,L1 Sign Language,family,
462,zib,http://www.wikidata.org/entity/Q8072097,Zimbabwe Sign Language,280000,,zimb1247,Zimbabwe Sign Language,Africa,-17.9128,31.0216,zimb1247,zib,language,ZW,sign1238,,zib,,,False,zimb1247,sign1238/deaf1237,"['sign1238', 'deaf1237']",sign1238,deaf1237,Sign Language,family,L1 Sign Language,family,
463,mne,http://www.wikidata.org/entity/Q760732,Naba,280000,,naba1253,Naba,Africa,12.7868,18.0777,naba1253,mne,language,TD,cent2225,,mne,,,False,naba1253,cent2225/sara1341/sbbo1237/nucl1719/sara1349/bagi1248/moro1296/naba1258,"['cent2225', 'sara1341', 'sbbo1237', 'nucl1719', 'sara1349', 'bagi1248', 'moro1296', 'naba1258']",cent2225,sara1341,Central Sudanic,family,Sara-Bongo-Bagirmi,family,Latn
464,tza,http://www.wikidata.org/entity/Q7684177,Tanzanian Sign Language,278000,,tanz1238,Tanzanian Sign Language,Africa,-6.82431,39.127,tanz1238,tza,language,TZ,sign1238,,tza,,,False,tanz1238,sign1238/deaf1237,"['sign1238', 'deaf1237']",sign1238,deaf1237,Sign Language,family,L1 Sign Language,family,
465,wni,http://www.wikidata.org/entity/Q2850262,Ndzwani Comorian,275000,,ndzw1235,Ndzwani Comorian,Africa,-12.2123,44.3709,ndzw1235,wni,language,KM,atla1278,,wni,,,False,ndzw1235,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/nort3203/nort3209/coas1317/miji1240/como1260/shin1269,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'nort3203', 'nort3209', 'coas1317', 'miji1240', 'como1260', 'shin1269']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Arab
466,zag,http://www.wikidata.org/entity/Q37007,Zaghawa,274000,,zagh1240,Beria,Africa,17.4842,23.4626,zagh1240,zag,language,LY;SD;TD,saha1256,,zag,,,False,zagh1240,saha1256/east2432,"['saha1256', 'east2432']",saha1256,east2432,Saharan,family,Eastern Saharan,family,Latn
467,wss,http://www.wikidata.org/entity/Q36914,Wasa,273000,,wasa1244,Wasa,Africa,5.74109,-2.16028,wasa1244,wss,language,GH,atla1278,,wss,,,False,wasa1244,atla1278/volt1241/kwav1236/nyoa1234/poto1254/tano1248/cent2262/akan1251,"['atla1278', 'volt1241', 'kwav1236', 'nyoa1234', 'poto1254', 'tano1248', 'cent2262', 'akan1251']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
468,ssy,http://www.wikidata.org/entity/Q36353,Saho,271180,,saho1246,Saho,Africa,14.75,39.75,saho1246,ssy,language,ER;ET,afro1255,,ssy,,,False,saho1246,afro1255/cush1243/east2699/lowl1267/saho1245,"['afro1255', 'cush1243', 'east2699', 'lowl1267', 'saho1245']",afro1255,cush1243,Afro-Asiatic,family,Cushitic,family,Latn
469,udm,http://www.wikidata.org/entity/Q13238,Udmurt,270000,,udmu1245,Udmurt,Eurasia,56.12921,52.63548,udmu1245,udm,language,KZ;RU,ural1272,,udm,,,False,udmu1245,ural1272/perm1256,"['ural1272', 'perm1256']",ural1272,perm1256,Uralic,family,Permian,family,Cyrl
470,jra,http://www.wikidata.org/entity/Q33370,Jarai,262800,,jara1266,Jarai,Eurasia,13.6161,107.813,jara1266,jra,language,KH;VN,aust1307,,jra,,,False,jara1266,aust1307/mala1545/mala1554/cham1327/cham1330/rade1241,"['aust1307', 'mala1545', 'mala1554', 'cham1327', 'cham1330', 'rade1241']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
471,njo,http://www.wikidata.org/entity/Q28433,Ao,261000,,aona1235,Ao Naga,Eurasia,26.3241,94.3824,aona1235,njo,language,IN,sino1245,,njo,,,False,aona1235,sino1245/kuki1245/anga1312/aoic1235,"['sino1245', 'kuki1245', 'anga1312', 'aoic1235']",sino1245,kuki1245,Sino-Tibetan,family,Kuki-Chin-Naga,family,Latn
472,pdt,http://www.wikidata.org/entity/Q1751432,Plautdietsch,261000,,plau1238,Plautdietsch,North America,49.578028,-109.353868,plau1238,pdt,language,CA,indo1319,,pdt,,,False,plau1238,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/alts1234/midd1345/lowg1239/east2291,"['indo1319', 'clas1257', 'germ1287', 'nort3152', 'west2793', 'nort3175', 'alts1234', 'midd1345', 'lowg1239', 'east2291']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
473,kcg,http://www.wikidata.org/entity/Q3912765,Tyap,255000,,tyap1238,Tyap,Africa,9.75568,8.3082,tyap1238,kcg,language,NG,atla1278,,kcg,,,False,tyap1238,atla1278/volt1241/benu1247/benu1248/benu1249/sout3163/nucl1795/kata1275,"['atla1278', 'volt1241', 'benu1247', 'benu1248', 'benu1249', 'sout3163', 'nucl1795', 'kata1275']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
474,ngb,http://www.wikidata.org/entity/Q17522631,Northern Ngbandi,250290,,nort2774,Northern Ngbandi,Africa,3.56357,21.85251,nort2774,ngb,language,CD;CF,atla1278,,ngb,,,False,nort2774,atla1278/volt1241/nort3149/came1255/uban1244/ngba1290/ngba1280/nucl1737,"['atla1278', 'volt1241', 'nort3149', 'came1255', 'uban1244', 'ngba1290', 'ngba1280', 'nucl1737']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
475,naq,http://www.wikidata.org/entity/Q13301,Khoekhoe,250000,,nama1264,Nama (Namibia),Africa,-25.0747,17.9767,nama1264,naq,language,BW;NA;ZA,khoe1240,,naq,,,False,nama1264,khoe1240/khoe1241/khoe1242/nort3245,"['khoe1240', 'khoe1241', 'khoe1242', 'nort3245']",khoe1240,khoe1241,Khoe-Kwadi,family,Khoe,family,Latn
476,bde,http://www.wikidata.org/entity/Q56239,Bade,250000,,bade1248,Bade,Africa,12.789,10.6557,bade1248,bde,language,NG,afro1255,,bde,,,False,bade1248,afro1255/chad1250/west2785/west2790/west2710/ngiz1243/shir1274,"['afro1255', 'chad1250', 'west2785', 'west2790', 'west2710', 'ngiz1243', 'shir1274']",afro1255,chad1250,Afro-Asiatic,family,Chadic,family,Latn
477,eth,http://www.wikidata.org/entity/Q3501903,Ethiopian Sign Language,250000,,ethi1238,Ethiopian Sign Language,Africa,8.9761,38.8534,ethi1238,eth,language,ET,sign1238,,eth,,,False,ethi1238,sign1238/deaf1237/lsfi1234/asli1244,"['sign1238', 'deaf1237', 'lsfi1234', 'asli1244']",sign1238,deaf1237,Sign Language,family,L1 Sign Language,family,
478,lzz,http://www.wikidata.org/entity/Q1160372,Laz,250000,,lazz1240,Laz,Eurasia,41.5004,41.9096,lazz1240,lzz,language,GE;TR,kart1248,,lzz,,,False,lazz1240,kart1248/geor1252/zann1245,"['kart1248', 'geor1252', 'zann1245']",kart1248,geor1252,Kartvelian,family,Georgian-Zan,family,Latn
479,eto,http://www.wikidata.org/entity/Q35317,Eton,250000,,eton1253,Eton-Mengisa,Africa,4.21045,11.3935,eton1253,eto,language,CM,atla1278,,eto,,,False,eton1253,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/bant1295/basa1292/yaun1239,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'bant1295', 'basa1292', 'yaun1239']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
480,thz,http://www.wikidata.org/entity/Q56388,Air Tamajeq,250000,,taya1257,Tayart Tamajeq,Africa,16.9232,7.6743,taya1257,thz,language,NE,afro1255,,thz,,,False,taya1257,afro1255/berb1260/tuar1240/sout3263,"['afro1255', 'berb1260', 'tuar1240', 'sout3263']",afro1255,berb1260,Afro-Asiatic,family,Berber,family,Latn
481,ase,http://www.wikidata.org/entity/Q14759,American Sign Language,250000,,amer1248,American Sign Language,Africa;North America,33.8117,-81.6121,amer1248,ase,language,BB;BF;BJ;BO;CA;CD;CF;CI;CN;GA;GH;JM;KE;MG;MR;NG;PH;SG;TD;TG;US;ZW,sign1238,,ase,,,False,amer1248,sign1238/deaf1237/lsfi1234/asli1244/amer1258,"['sign1238', 'deaf1237', 'lsfi1234', 'asli1244', 'amer1258']",sign1238,deaf1237,Sign Language,family,L1 Sign Language,family,Sgnw
482,kua,http://www.wikidata.org/entity/Q1405077,Kwanyama,247000,,kuan1247,Kuanyama,Africa,-17.7176,16.58,kuan1247,kua,language,AO;NA,atla1278,,kua,,,False,kuan1247,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/njil1234/sout3233/kune1234/cimb1239/ndon1253,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'cent2260', 'njil1234', 'sout3233', 'kune1234', 'cimb1239', 'ndon1253']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
483,kxc,http://www.wikidata.org/entity/Q56624,Konso,240000,,kons1243,Konso,Africa,5.39111,37.53,kons1243,kxc,language,ET,afro1255,,kxc,,,False,kons1243,afro1255/cush1243/east2699/lowl1267/sout3055/main1283/nucl1701/kons1242,"['afro1255', 'cush1243', 'east2699', 'lowl1267', 'sout3055', 'main1283', 'nucl1701', 'kons1242']",afro1255,cush1243,Afro-Asiatic,family,Cushitic,family,Latn
484,xbr,http://www.wikidata.org/entity/Q3053279,Kambera,240000,,kamb1299,Kambera,Papunesia,-9.88447,120.235,kamb1299,xbr,language,ID,aust1307,,xbr,,,False,kamb1299,aust1307/mala1545/bima1248/sumb1242/sumb1243/kamb1320,"['aust1307', 'mala1545', 'bima1248', 'sumb1242', 'sumb1243', 'kamb1320']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
485,her,http://www.wikidata.org/entity/Q33315,Herero,237000,,here1253,Herero,Africa,-21.0231,20.5655,here1253,her,language,AO;BW;NA,atla1278,,her,,,False,here1253,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/njil1234/sout3233/kune1234/cimb1239/here1252,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'cent2260', 'njil1234', 'sout3233', 'kune1234', 'cimb1239', 'here1252']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,
486,aii,http://www.wikidata.org/entity/Q29440,Assyrian Neo-Aramaic,232300,,assy1241,Assyrian Neo-Aramaic,Eurasia,36.75,43.0,assy1241,aii,language,IQ;IR;SY;TR,afro1255,,aii,,,False,assy1241,afro1255/semi1276/west2786/cent2236/nort3165/aram1259/impe1236/midd1367/east2680/cent2217/nort3241,"['afro1255', 'semi1276', 'west2786', 'cent2236', 'nort3165', 'aram1259', 'impe1236', 'midd1367', 'east2680', 'cent2217', 'nort3241']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Syrc
487,enq,http://www.wikidata.org/entity/Q1143040,Enga,230000,,enga1252,Enga,Papunesia,-5.45619,143.685,enga1252,enq,language,PG,nucl1709,,enq,,,False,enga1252,nucl1709/enga1254/enga1251,"['nucl1709', 'enga1254', 'enga1251']",nucl1709,enga1254,Nuclear Trans New Guinea,family,Enga-Kewa-Huli,family,Latn
488,bto,http://www.wikidata.org/entity/Q12633026,Rinconada Bikol,230000,,irig1242,Iriga Bicolano,Papunesia,13.3896,123.331,irig1242,bto,language,PH,aust1307,,bto,,,False,irig1242,aust1307/mala1545/grea1284/cent2246/biko1240/inla1266,"['aust1307', 'mala1545', 'grea1284', 'cent2246', 'biko1240', 'inla1266']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
489,njz,http://www.wikidata.org/entity/Q56870,Nishi,230000,,nyis1236,Nyishi-Hill Miri,Eurasia,27.278263,93.675529,nyis1236,njz,language,IN,sino1245,,njz,,,False,nyis1236,sino1245/macr1268/tani1259/prew1234/west2797/suba1255,"['sino1245', 'macr1268', 'tani1259', 'prew1234', 'west2797', 'suba1255']",sino1245,macr1268,Sino-Tibetan,family,Macro-Tani,family,Latn
490,bas,http://www.wikidata.org/entity/Q33093,Basaa,230000,,basa1284,Basa (Cameroon),Africa,3.80765,10.4213,basa1284,bas,language,CM,atla1278,,bas,,,False,basa1284,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/bant1295/basa1292/basa1283/basa1289/basa1290,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'bant1295', 'basa1292', 'basa1283', 'basa1289', 'basa1290']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
491,frp,http://www.wikidata.org/entity/Q15087,Franco-Provençal language,227000,,fran1260,Arpitan,Eurasia,45.8051,6.48152,fran1260,frp,language,CH;FR;IT,indo1319,,frp,,,False,fran1260,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/fran1269,"['indo1319', 'clas1257', 'ital1284', 'lati1262', 'lati1263', 'impe1234', 'roma1334', 'ital1285', 'west2813', 'shif1234', 'nort3208', 'gall1280', 'oila1234', 'fran1269']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
492,zea,http://www.wikidata.org/entity/Q237409,Zeelandic,220000,,zeeu1238,Zeeuws,Eurasia,51.4981,3.85428,zeeu1238,zea,language,NL,indo1319,,zea,,,False,zeeu1238,indo1319/clas1257/germ1287/nort3152/west2793/macr1270/midd1347/mode1257/sout3292/zeeu1239,"['indo1319', 'clas1257', 'germ1287', 'nort3152', 'west2793', 'macr1270', 'midd1347', 'mode1257', 'sout3292', 'zeeu1239']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
493,lam,http://www.wikidata.org/entity/Q36098,Lamba,219000,,lamb1271,Lamba,Africa,-12.3366,27.9026,lamb1271,lam,language,CD;ZM,atla1278,,lam,,,False,lamb1271,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/sabi1248/malu1252/cent2321/bisa1262,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'sabi1248', 'malu1252', 'cent2321', 'bisa1262']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
494,bxr,http://www.wikidata.org/entity/Q16116629,Russia Buriat,219000,,russ1264,Russia Buriat,Eurasia,50.85331,105.5637,russ1264,bxr,language,MN;RU,mong1349,,bxr,,,False,russ1264,mong1349/mong1329/oira1260/khal1273/buri1258,"['mong1349', 'mong1329', 'oira1260', 'khal1273', 'buri1258']",mong1349,mong1329,Mongolic-Khitan,family,Mongolic,family,
495,guk,http://www.wikidata.org/entity/Q2396970,Gumuz,219000,,gumu1244,Northern Gumuz,Africa,11.05,35.93,gumu1244,guk,language,ET;SD,gumu1250,,guk,,,False,gumu1244,gumu1250/nucl1843,"['gumu1250', 'nucl1843']",gumu1250,nucl1843,Gumuz,family,Nuclear Gumuz,family,Latn
496,ukl,http://www.wikidata.org/entity/Q10322106,Ukrainian Sign Language,219000,,ukra1235,Ukrainian Sign Language,Eurasia,50.4111,30.553,ukra1235,ukl,language,UA,sign1238,,ukl,,,False,ukra1235,sign1238/deaf1237/russ1270/nucl1824/cent2419,"['sign1238', 'deaf1237', 'russ1270', 'nucl1824', 'cent2419']",sign1238,deaf1237,Sign Language,family,L1 Sign Language,family,
497,ami,http://www.wikidata.org/entity/Q35132,Amis,215000,,amis1246,Amis,Papunesia,23.0917,121.348,amis1246,ami,language,CN,aust1307,,ami,,,False,amis1246,aust1307/east2493/cent2103,"['aust1307', 'east2493', 'cent2103']",aust1307,east2493,Austronesian,family,East Formosan,family,Latn
498,mri,http://www.wikidata.org/entity/Q36451,Māori,213849,,maor1246,Maori,Papunesia,-38.2881,176.541,maor1246,mri,language,NZ,aust1307,,mri,,,False,maor1246,aust1307/mala1545/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/east2896/sout3383/maor1247,"['aust1307', 'mala1545', 'east2712', 'ocea1241', 'cent2060', 'east2445', 'poly1242', 'nucl1485', 'nort3246', 'solo1260', 'cent2298', 'east2449', 'east2896', 'sout3383', 'maor1247']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,
499,enn,http://www.wikidata.org/entity/Q3915365,Engenni,211000,,enge1239,Egene,Africa,5.11931,6.37339,enge1239,enn,language,NG,atla1278,,enn,,,False,enge1239,atla1278/volt1241/benu1247/akpe1249/edoi1239/delt1252/dege1249,"['atla1278', 'volt1241', 'benu1247', 'akpe1249', 'edoi1239', 'delt1252', 'dege1249']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
500,xan,http://www.wikidata.org/entity/Q56527,Xamtanga,210000,,xamt1239,Xamtanga,Africa,12.4479,38.8352,xamt1239,xan,language,ET,afro1255,,xan,,,False,xamt1239,afro1255/cush1243/cent2193/nort3158/nort3163,"['afro1255', 'cush1243', 'cent2193', 'nort3158', 'nort3163']",afro1255,cush1243,Afro-Asiatic,family,Cushitic,family,Ethi
501,bdr,http://www.wikidata.org/entity/Q2880037,West Coast Bajau,210000,,west2560,West Coast Bajau,Papunesia,6.00631,116.124,west2560,bdr,language,MY,aust1307,,bdr,,,False,west2560,aust1307/mala1545/basa1291/grea1283/sama1302/sulu1242/born1254,"['aust1307', 'mala1545', 'basa1291', 'grea1283', 'sama1302', 'sulu1242', 'born1254']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
502,ext,http://www.wikidata.org/entity/Q30007,Extremaduran,201500,,extr1243,Extremaduran,Eurasia,39.1926,-6.10179,extr1243,ext,language,ES;PT,indo1319,,ext,,,False,extr1243,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/cast1243,"['indo1319', 'clas1257', 'ital1284', 'lati1262', 'lati1263', 'impe1234', 'roma1334', 'ital1285', 'west2813', 'shif1234', 'sout3183', 'west2838', 'cast1243']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
503,kfa,http://www.wikidata.org/entity/Q33531,Kodava,200000,,koda1255,Kodava,Eurasia,12.2443,75.9161,koda1255,kfa,language,IN,drav1251,,kfa,,,False,koda1255,drav1251/sout3133/sout3138/tami1291/tami1292/tami1293/tami1294/tami1297,"['drav1251', 'sout3133', 'sout3138', 'tami1291', 'tami1292', 'tami1293', 'tami1294', 'tami1297']",drav1251,sout3133,Dravidian,family,South Dravidian,family,Knda
504,frs,http://www.wikidata.org/entity/Q149208,East Frisian Low Saxon,200000,,nort2628,German Northern Low Saxon,Eurasia,52.97134,8.36,nort2628,frs,language,DE,indo1319,,frs,,,False,nort2628,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/alts1234/midd1345/lowg1239/west2357/ostf1234,"['indo1319', 'clas1257', 'germ1287', 'nort3152', 'west2793', 'nort3175', 'alts1234', 'midd1345', 'lowg1239', 'west2357', 'ostf1234']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
505,yba,http://www.wikidata.org/entity/Q3914920,Yala,200000,,yala1263,Yala,Africa,6.73852,8.60748,yala1263,yba,language,NG,atla1278,,yba,,,False,yala1263,atla1278/volt1241/benu1247/idom1262/etul1244/etul1246/nucl1732,"['atla1278', 'volt1241', 'benu1247', 'idom1262', 'etul1244', 'etul1246', 'nucl1732']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
506,sce,http://www.wikidata.org/entity/Q32947,Dongxiang,200000,,dong1285,Dongxiang,Eurasia,35.66354,103.38952,dong1285,sce,language,CN,mong1349,,sce,,,False,dong1285,mong1349/mong1329/sout2705/shir1260/baoa1237,"['mong1349', 'mong1329', 'sout2705', 'shir1260', 'baoa1237']",mong1349,mong1329,Mongolic-Khitan,family,Mongolic,family,Latn
507,pcd,http://www.wikidata.org/entity/Q34024,Picard,200000,,pica1241,Picard,Eurasia,50.2831,3.25085,pica1241,pcd,language,BE;FR,indo1319,,pcd,,,False,pica1241,indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/nort3208/gall1280/oila1234/cent2283,"['indo1319', 'clas1257', 'ital1284', 'lati1262', 'lati1263', 'impe1234', 'roma1334', 'ital1285', 'west2813', 'shif1234', 'nort3208', 'gall1280', 'oila1234', 'cent2283']",indo1319,clas1257,Indo-European,family,Classical Indo-European,family,Latn
508,fip,http://www.wikidata.org/entity/Q667747,Fipa,195000,,fipa1238,Fipa,Africa,-7.88963,31.3442,fipa1238,fip,language,MW;TZ,atla1278,,fip,,,False,fipa1238,atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/corr1234/mboz1235/mwik1240/fipa1240,"['atla1278', 'volt1241', 'benu1247', 'bant1294', 'sout3152', 'narr1281', 'east2731', 'corr1234', 'mboz1235', 'mwik1240', 'fipa1240']",atla1278,volt1241,Atlantic-Congo,family,Volta-Congo,family,Latn
509,mvz,http://www.wikidata.org/entity/Q6821677,Mesqan,195000,,mesq1240,Mesqan,Africa,8.10617,38.3386,mesq1240,mvz,language,ET,afro1255,,mvz,,,False,mesq1240,afro1255/semi1276/west2786/ethi1244/sout3078/oute1258/ttgr1237,"['afro1255', 'semi1276', 'west2786', 'ethi1244', 'sout3078', 'oute1258', 'ttgr1237']",afro1255,semi1276,Afro-Asiatic,family,Semitic,family,Ethi
510,abk,http://www.wikidata.org/entity/Q5111,Abkhaz,190110,,abkh1244,Abkhaz,Eurasia,43.056218,41.159115,abkh1244,abk,language,GE;RU;TR,abkh1242,,abk,,,False,abkh1244,abkh1242/abkh1243,"['abkh1242', 'abkh1243']",abkh1242,abkh1243,Abkhaz-Adyge,family,Abkhaz-Abaza,family,
511,cab,http://www.wikidata.org/entity/Q35490,Garifuna,190000,,gari1256,Garifuna,North America,15.3529,-86.9091,gari1256,cab,language,BZ;GT;HN;NI,araw1281,,cab,,,False,gari1256,araw1281/cari1281/anti1247/iner1234/isla1279,"['araw1281', 'cari1281', 'anti1247', 'iner1234', 'isla1279']",araw1281,cari1281,Arawakan,family,Caribbean Arawakan,family,Latn
512,mnb,http://www.wikidata.org/entity/Q6935584,Muna,187000,,muna1247,Muna,Papunesia,-5.40419,122.541,muna1247,mnb,language,ID,aust1307,,mnb,,,False,muna1247,aust1307/mala1545/cele1242/grea1299/east2488/sout2928/muna1246/nucl1573/muni1256/muni1259/west2847,"['aust1307', 'mala1545', 'cele1242', 'grea1299', 'east2488', 'sout2928', 'muna1246', 'nucl1573', 'muni1256', 'muni1259', 'west2847']",aust1307,mala1545,Austronesian,family,Malayo-Polynesian,family,Latn
